sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
chr2:51955934-51955957	NMI	91.358	33.218	91.358	33.218	-1.4325	1690.1	981.63	1.8804	0.03003	0.96997	0.060059	0.18855	False
chr19:11774194-11774217	MRPL16	253.41	129.08	253.41	129.08	-0.96781	7729.5	4384.2	1.8787	0.030142	0.96986	0.060285	0.18905	False
chr1:183098626-183098649	DISP1	76.132	25.625	76.132	25.625	-1.5345	1275.5	752.85	1.8786	0.03015	0.96985	0.060301	0.18905	False
chr11:6342535-6342558	OGDH	31.54	58.843	31.54	58.843	0.87896	372.73	211.31	1.8782	0.96937	0.030635	0.061269	0.19052	True
chr2:154204755-154204778	BPIFB1	48.942	86.367	48.942	86.367	0.80684	700.31	397.09	1.8781	0.9696	0.030397	0.060794	0.18995	True
chr10:28493000-28493023	PTPRK	21.752	42.709	21.752	42.709	0.94194	219.6	124.55	1.8778	0.969	0.030996	0.061992	0.19199	True
chr2:136770115-136770138	SNAP25	151.18	66.436	151.18	66.436	-1.1741	3590.4	2050.3	1.8774	0.030234	0.96977	0.060467	0.18931	False
chr12:110693489-110693512	HSP90AA1	326.28	176.53	326.28	176.53	-0.88246	11212	6367.9	1.8769	0.030267	0.96973	0.060534	0.18939	False
chr1:180064965-180064988	CDC42BPA	175.1	80.672	175.1	80.672	-1.1085	4458.6	2544	1.8758	0.030338	0.96966	0.060677	0.18971	False
chr7:26186683-26186706	CYP2B9	215.34	105.35	215.34	105.35	-1.0245	6049.5	3449	1.8747	0.030418	0.96958	0.060836	0.18995	False
chr13:83592937-83592960	MEF2C	73.957	24.676	73.957	24.676	-1.5456	1214.3	721.8	1.8743	0.030442	0.96956	0.060883	0.18997	False
chr10:75603040-75603063	GGT5	84.833	140.46	84.833	140.46	0.72084	1547.5	881.19	1.8741	0.96948	0.030524	0.061047	0.19009	True
chr3:53860241-53860264	UFM1	117.46	47.454	117.46	47.454	-1.2897	2450.4	1416.7	1.8724	0.030575	0.96943	0.06115	0.19028	False
chr4:14756800-14756823	LRRC69	243.62	123.38	243.62	123.38	-0.97578	7228.9	4136.8	1.8705	0.030704	0.9693	0.061408	0.1908	False
chr8:85080354-85080377	WDR83	71.781	23.727	71.781	23.727	-1.5575	1154.6	691.18	1.8703	0.030721	0.96928	0.061442	0.1908	False
chr6:32215220-32215243	PLXNA4	103.32	39.862	103.32	39.862	-1.3522	2013.6	1174.6	1.8692	0.030794	0.96921	0.061588	0.19113	False
chr3:100962698-100962721	TTF2	166.4	257.2	166.4	257.2	0.62518	4122.3	2360.5	1.8689	0.96917	0.030828	0.061657	0.19121	True
chr6:78467834-78467857	REG3G	123.99	51.251	123.99	51.251	-1.2582	2645.2	1533.4	1.8681	0.030873	0.96913	0.061747	0.19136	False
chr2:165383238-165383261	ZFP334	42.416	75.927	42.416	75.927	0.82525	561.48	323.14	1.8642	0.96856	0.031435	0.06287	0.19393	True
chr7:103906813-103906836	OLFR65	221.87	110.09	221.87	110.09	-1.0044	6246.9	3604.1	1.8634	0.031204	0.9688	0.062407	0.19315	False
chr6:134423941-134423964	BCL2L14	11.964	25.625	11.964	25.625	1.0383	93.322	53.786	1.8628	0.96706	0.032937	0.065874	0.2001	True
chr18:62657921-62657944	SPINK10	184.89	87.316	184.89	87.316	-1.0737	4760.5	2755.8	1.8617	0.031325	0.96868	0.06265	0.19357	False
chr7:108055204-108055227	OLFR479	226.22	112.94	226.22	112.94	-0.9958	6416.1	3708.7	1.8615	0.031336	0.96866	0.062671	0.19357	False
chr6:127923650-127923673	TSPAN11	491.59	290.42	491.59	290.42	-0.7573	20235	11684	1.8611	0.031363	0.96864	0.062726	0.19361	False
chr1:87475107-87475130	3110079O15RIK	76.132	127.18	76.132	127.18	0.73275	1302.8	752.85	1.8604	0.9685	0.031502	0.063004	0.19421	True
chr8:104547796-104547819	CAR7	178.37	83.52	178.37	83.52	-1.0855	4497.9	2614	1.8584	0.031556	0.96844	0.063111	0.19428	False
chr16:97751529-97751552	RIPK4	227.31	113.89	227.31	113.89	-0.99072	6431.8	3735	1.8572	0.031643	0.96836	0.063285	0.19462	False
chr9:37429559-37429582	ROBO3	131.6	55.996	131.6	55.996	-1.2181	2857.9	1673.2	1.857	0.031653	0.96835	0.063306	0.19462	False
chr12:112972301-112972324	BRF1	118.55	188.87	118.55	188.87	0.66741	2472.5	1436	1.8557	0.96822	0.031777	0.063554	0.19512	True
chr1:94022537-94022560	NEU4	144.65	63.589	144.65	63.589	-1.1732	3285.5	1921.8	1.8556	0.031754	0.96825	0.063508	0.19511	False
chr2:93642825-93642848	ALX4	93.533	35.116	93.533	35.116	-1.3882	1706.3	1015.9	1.855	0.031798	0.9682	0.063595	0.19512	False
chr6:103690334-103690357	CHL1	334.98	184.12	334.98	184.12	-0.85989	11379	6620.6	1.8543	0.031848	0.96815	0.063696	0.1953	False
chr3:14645195-14645218	CAR13	216.43	107.25	216.43	107.25	-1.0062	5960.7	3474.7	1.8539	0.031877	0.96812	0.063753	0.19531	False
chr13:4196450-4196473	AKR1C13	330.63	181.28	330.63	181.28	-0.86345	11153	6493.8	1.8537	0.031893	0.96811	0.063787	0.19531	False
chr13:68579558-68579581	MTRR	158.79	72.131	158.79	72.131	-1.1276	3754.9	2203.6	1.8509	0.032095	0.9679	0.06419	0.19642	False
chr17:28201020-28201043	ZFP523	120.72	191.72	120.72	191.72	0.66287	2519.9	1474.7	1.8487	0.96772	0.032279	0.064558	0.19728	True
chr19:10517256-10517279	SDHAF2	91.358	34.167	91.358	34.167	-1.393	1635.4	981.63	1.8486	0.032255	0.96774	0.06451	0.19726	False
chr17:36965213-36965236	ZNRD1AS	199.03	96.807	199.03	96.807	-1.0322	5224.8	3071.3	1.8467	0.032393	0.96761	0.064786	0.19784	False
chr18:67648762-67648785	PSMG2	514.43	308.45	514.43	308.45	-0.73607	21214	12499	1.8425	0.032703	0.9673	0.065406	0.1996	False
chr12:105804997-105805020	PAPOLA	122.9	194.56	122.9	194.56	0.65847	2567.9	1513.7	1.842	0.96723	0.032767	0.065534	0.19973	True
chr6:132755056-132755079	TAS2R124	207.73	102.5	207.73	102.5	-1.012	5536.7	3271	1.8418	0.032753	0.96725	0.065507	0.19973	False
chr10:80259753-80259776	GAMT	189.24	91.112	189.24	91.112	-1.0464	4814.7	2851.7	1.8402	0.03287	0.96713	0.065741	0.2001	False
chr11:82760450-82760473	CCT6B	178.37	84.469	178.37	84.469	-1.0694	4408.4	2614	1.8397	0.032904	0.9671	0.065808	0.2001	False
chr14:20929641-20929664	VCL	5.438	13.287	5.438	13.287	1.15	30.805	18.211	1.8393	0.96335	0.036647	0.073293	0.21497	True
chr15:54746240-54746263	NOV	5.438	13.287	5.438	13.287	1.15	30.805	18.211	1.8393	0.96335	0.036647	0.073293	0.21497	True
chr5:121576514-121576537	ALDH2	115.29	47.454	115.29	47.454	-1.263	2300.5	1378.5	1.8393	0.032936	0.96706	0.065873	0.2001	False
chr7:101901274-101901297	TOMT	208.82	103.45	208.82	103.45	-1.0063	5551.3	3296.2	1.8371	0.033099	0.9669	0.066197	0.20095	False
chr8:25038463-25038486	HTRA4	73.957	25.625	73.957	25.625	-1.4933	1168	721.8	1.8363	0.033156	0.96684	0.066313	0.20117	False
chr12:84809603-84809626	LTBP2	766.76	490.68	766.76	490.68	-0.64294	38110	22611	1.836	0.033179	0.96682	0.066359	0.20118	False
chr1:180106130-180106153	CDC42BPA	101.15	39.862	101.15	39.862	-1.3218	1877.9	1138.7	1.8336	0.033359	0.96664	0.066718	0.20213	False
chr14:56261140-56261163	GZMB	202.29	99.654	202.29	99.654	-1.0142	5267.4	3145.7	1.832	0.033474	0.96653	0.066948	0.2027	False
chr17:91088143-91088166	NRXN1	126.16	54.098	126.16	54.098	-1.2066	2596.6	1572.9	1.8264	0.033897	0.9661	0.067793	0.20512	False
chr14:66304027-66304050	TRIM35	163.14	75.927	163.14	75.927	-1.0934	3803	2292.8	1.8255	0.03396	0.96604	0.067919	0.20535	False
chr9:38403315-38403338	OLFR147	386.1	221.14	386.1	221.14	-0.80125	13606	8168.7	1.8253	0.033979	0.96602	0.067958	0.20535	False
chr18:37334749-37334772	PCDHB6	328.45	182.22	328.45	182.22	-0.84647	10692	6430.8	1.8238	0.034094	0.96591	0.068187	0.20591	False
chr15:5212054-5212077	TTC33	43.504	76.876	43.504	76.876	0.80725	556.85	335.12	1.823	0.96555	0.034454	0.068908	0.20699	True
chr8:72109950-72109973	OLFR374	305.62	167.04	305.62	167.04	-0.86763	9601.6	5780.9	1.823	0.034155	0.96585	0.068309	0.20605	False
chr6:29320713-29320736	FAM71F1	170.75	80.672	170.75	80.672	-1.0724	4057.3	2451.7	1.8229	0.034163	0.96584	0.068326	0.20605	False
chr13:98636999-98637022	TMEM174	114.2	47.454	114.2	47.454	-1.2494	2227.3	1359.6	1.8224	0.034195	0.9658	0.06839	0.20611	False
chr6:37915257-37915280	TRIM24	68.519	114.84	68.519	114.84	0.73665	1072.8	646.05	1.8224	0.96568	0.034318	0.068636	0.20658	True
chr1:94022825-94022848	NEU4	253.41	132.87	253.41	132.87	-0.9263	7264.7	4384.2	1.8213	0.034283	0.96572	0.068565	0.2065	False
chr7:28733449-28733472	FBXO17	25.015	47.454	25.015	47.454	0.8973	251.77	151.86	1.8209	0.96495	0.035053	0.070105	0.20882	True
chr9:19808578-19808601	OLFR859	1014.7	677.65	1014.7	677.65	-0.58178	56812	34312	1.8198	0.034398	0.9656	0.068796	0.20693	False
chr11:69362208-69362231	CHD3	96.796	37.963	96.796	37.963	-1.3277	1730.6	1068	1.8193	0.034432	0.96557	0.068864	0.20699	False
chr19:20620004-20620027	ALDH1A1	1097.4	740.29	1097.4	740.29	-0.56728	63760	38557	1.8186	0.034486	0.96551	0.068973	0.20704	False
chr13:12799983-12800006	PRL2C3	71.781	119.58	71.781	119.58	0.72841	1142.6	691.18	1.8183	0.96538	0.034619	0.069238	0.20717	True
chr1:74486732-74486755	USP37	137.04	60.742	137.04	60.742	-1.1607	2910.5	1775.4	1.8179	0.034539	0.96546	0.069079	0.20704	False
chr7:23417907-23417930	NLRP5	415.46	242.02	415.46	242.02	-0.77713	15042	9105.4	1.8177	0.034551	0.96545	0.069102	0.20704	False
chr9:27063259-27063282	NCAPD3	312.14	171.78	312.14	171.78	-0.85784	9849.9	5964.3	1.8177	0.034552	0.96545	0.069103	0.20704	False
chr11:102155800-102155823	TMEM101	122.9	193.61	122.9	193.61	0.65145	2500.3	1513.7	1.8176	0.96541	0.034593	0.069186	0.20715	True
chr3:62603716-62603739	GPR149	0	3.7963	1.0876	3.7963	1.2001	7.2061	2.2222	1.8171	0.9549	0.045104	0.090208	0.2462	True
chr8:71968127-71968150	ZFP961	1.0876	3.7963	1.0876	3.7963	1.2001	3.6687	2.2222	1.8171	0.9549	0.045104	0.090208	0.2462	True
chr2:125247853-125247876	DUT	0	3.7963	1.0876	3.7963	1.2001	7.2061	2.2222	1.8171	0.9549	0.045104	0.090208	0.2462	True
chr13:23934654-23934677	HIST1H2AA	0	3.7963	1.0876	3.7963	1.2001	7.2061	2.2222	1.8171	0.9549	0.045104	0.090208	0.2462	True
chr17:24658223-24658246	NPW	0	3.7963	1.0876	3.7963	1.2001	7.2061	2.2222	1.8171	0.9549	0.045104	0.090208	0.2462	True
chr13:31807353-31807376	FOXC1	0	3.7963	1.0876	3.7963	1.2001	7.2061	2.2222	1.8171	0.9549	0.045104	0.090208	0.2462	True
chr1:23853476-23853499	SMAP1	299.09	163.24	299.09	163.24	-0.86956	9227.2	5599.5	1.8158	0.034699	0.9653	0.069399	0.20752	False
chr9:39485092-39485115	OLFR44	921.2	608.36	921.2	608.36	-0.59777	48932	29710	1.8149	0.034768	0.96523	0.069536	0.20771	False
chr18:34611225-34611248	BRD8	112.02	46.505	112.02	46.505	-1.2505	2146.3	1321.9	1.8148	0.034776	0.96522	0.069552	0.20771	False
chr15:89475152-89475175	ARSA	165.31	77.825	165.31	77.825	-1.0772	3827.2	2337.9	1.8134	0.034887	0.96511	0.069774	0.2081	False
chr1:134407067-134407090	CYB5R1	165.31	77.825	165.31	77.825	-1.0772	3827.2	2337.9	1.8134	0.034887	0.96511	0.069774	0.2081	False
chr11:84104226-84104249	TADA2A	31.54	57.894	31.54	57.894	0.8559	347.27	211.31	1.8129	0.96455	0.035453	0.070905	0.21079	True
chr14:20688763-20688786	SEC24C	78.307	129.08	78.307	129.08	0.71383	1288.7	784.32	1.8128	0.96498	0.035022	0.070045	0.20877	True
chr7:140153470-140153493	SPRN	23.927	45.556	23.927	45.556	0.90125	233.91	142.57	1.8114	0.96415	0.035845	0.07169	0.21175	True
chr10:125233452-125233475	SLC16A7	81.57	133.82	81.57	133.82	0.70736	1365.1	832.3	1.8112	0.96486	0.03514	0.07028	0.2092	True
chr5:31831149-31831172	BRE	240.36	125.28	240.36	125.28	-0.93456	6621.7	4055.3	1.8081	0.035295	0.96471	0.070589	0.20999	False
chr19:59937248-59937271	RAB11FIP2	19.577	3.7963	19.577	3.7963	-2.101	124.51	107.31	1.8056	0.035487	0.96451	0.070974	0.21085	False
chr8:116952959-116952982	ATMIN	113.11	47.454	113.11	47.454	-1.2357	2155.3	1340.7	1.8054	0.035509	0.96449	0.071018	0.21085	False
chr19:13619717-13619740	OLFR1487	139.21	62.64	139.21	62.64	-1.1396	2931.7	1816.9	1.8031	0.035686	0.96431	0.071372	0.2115	False
chr7:19696843-19696866	APOE	87.008	33.218	87.008	33.218	-1.3629	1446.7	914.28	1.803	0.035692	0.96431	0.071385	0.2115	False
chr2:163315887-163315910	TOX2	56.555	18.033	56.555	18.033	-1.5965	741.99	489.28	1.8029	0.0357	0.9643	0.071401	0.2115	False
chr8:88627714-88627737	SNX20	81.57	30.371	81.57	30.371	-1.3962	1310.7	832.3	1.8028	0.035712	0.96429	0.071424	0.2115	False
chr13:104863521-104863544	FAM159B	135.95	60.742	135.95	60.742	-1.1493	2828.1	1754.8	1.8025	0.035733	0.96427	0.071465	0.2115	False
chr3:116641752-116641775	HIAT1	156.61	73.08	156.61	73.08	-1.0892	3489	2159.5	1.8022	0.035758	0.96424	0.071517	0.2115	False
chr5:24452415-24452438	AGAP3	185.98	91.112	185.98	91.112	-1.0214	4499.9	2779.7	1.8019	0.035779	0.96422	0.071557	0.2115	False
chr1:121527918-121527941	HTR5B	30.453	55.996	30.453	55.996	0.85768	326.23	200.98	1.8018	0.96363	0.036367	0.072734	0.21387	True
chrX:87419106-87419129	IL1RAPL1	66.344	111.04	66.344	111.04	0.73444	999.03	616.52	1.8002	0.96395	0.036047	0.072094	0.21281	True
chr13:41656252-41656275	GM5082	175.1	265.74	175.1	265.74	0.59904	4107.9	2544	1.7971	0.96383	0.036172	0.072344	0.21327	True
chr6:29534541-29534564	IRF5	315.4	175.58	315.4	175.58	-0.84144	9775.2	6056.6	1.7969	0.036172	0.96383	0.072344	0.21327	False
chr2:28735569-28735592	AK8	79.395	29.422	79.395	29.422	-1.402	1248.6	800.21	1.7961	0.036237	0.96376	0.072475	0.21337	False
chr1:75482817-75482840	TMEM198	79.395	29.422	79.395	29.422	-1.402	1248.6	800.21	1.7961	0.036237	0.96376	0.072475	0.21337	False
chr7:12152722-12152745	VMN1R78	140.3	63.589	140.3	63.589	-1.1294	2942.3	1837.7	1.7959	0.036257	0.96374	0.072515	0.21337	False
chr18:64475136-64475159	FECH	45.679	79.723	45.679	79.723	0.79021	579.5	359.5	1.7955	0.96342	0.036578	0.073155	0.21484	True
chr10:80260738-80260761	GAMT	72.869	120.53	72.869	120.53	0.71832	1136	706.44	1.7933	0.96343	0.036571	0.073143	0.21484	True
chr5:104337434-104337457	MEPE	21.752	41.76	21.752	41.76	0.91026	200.16	124.55	1.7928	0.96254	0.037463	0.074926	0.21837	True
chr15:6467401-6467424	C9	76.132	125.28	76.132	125.28	0.71122	1207.7	752.85	1.7912	0.96327	0.036731	0.073462	0.21524	True
chr9:38026226-38026249	OLFR883	29.365	54.098	29.365	54.098	0.85958	305.86	190.81	1.7905	0.96269	0.037314	0.074629	0.21777	True
chr4:44984506-44984529	GRHPR	28.278	6.6436	28.278	6.6436	-1.9375	234.01	180.82	1.7898	0.036739	0.96326	0.073479	0.21524	False
chr19:38837108-38837131	TBC1D12	82.657	31.32	82.657	31.32	-1.3721	1317.8	848.5	1.789	0.03681	0.96319	0.07362	0.21551	False
chr3:95292198-95292221	FAM63A	65.256	109.14	65.256	109.14	0.73328	963.13	601.92	1.7889	0.96304	0.03696	0.073919	0.21625	True
chr8:47030470-47030493	ENPP6	40.241	71.182	40.241	71.182	0.80755	478.65	299.59	1.7876	0.9627	0.037297	0.074594	0.21777	True
chr4:114986964-114986987	CMPK1	69.606	24.676	69.606	24.676	-1.4594	1009.4	660.99	1.7866	0.037002	0.963	0.074004	0.21636	False
chrX:101082569-101082592	SLC7A3	20.664	39.862	20.664	39.862	0.91542	184.27	115.83	1.7838	0.96172	0.038282	0.076564	0.22187	True
chr7:19697543-19697566	APOE	44.592	77.825	44.592	77.825	0.78989	552.24	347.24	1.7834	0.96243	0.037571	0.075142	0.21885	True
chr17:34034060-34034083	RXRB	269.72	146.16	269.72	146.16	-0.87945	7634.2	4807	1.7828	0.037309	0.96269	0.074619	0.21777	False
chr9:109146632-109146655	FBXW21	256.67	137.62	256.67	137.62	-0.89443	7087.1	4467.7	1.7819	0.037383	0.96262	0.074766	0.21804	False
chr10:82664650-82664673	GLT8D2	229.48	338.82	229.48	338.82	0.56013	5977.7	3787.8	1.7766	0.96218	0.03782	0.075641	0.2201	True
chr5:145030540-145030563	GM4871	328.45	186.02	328.45	186.02	-0.81688	10144	6430.8	1.7764	0.037833	0.96217	0.075666	0.2201	False
chr11:76952533-76952556	BLMH	224.05	116.74	224.05	116.74	-0.93464	5757.5	3656.2	1.7759	0.037876	0.96212	0.075752	0.22021	False
chr18:25504904-25504927	CELF4	65.256	22.778	65.256	22.778	-1.4784	902.18	601.92	1.7752	0.037931	0.96207	0.075862	0.22039	False
chr7:19094992-19095015	SIX5	19.577	37.963	19.577	37.963	0.92111	169.04	107.31	1.775	0.9609	0.0391	0.078201	0.22534	True
chrX:20920539-20920562	SYN1	40.241	11.389	40.241	11.389	-1.735	416.22	299.59	1.7731	0.038109	0.96189	0.076219	0.22129	False
chr1:87853430-87853453	DGKD	51.117	16.134	51.117	16.134	-1.6049	611.89	422.8	1.7716	0.038229	0.96177	0.076457	0.22175	False
chr11:83427396-83427419	GAS2L2	162.05	77.825	162.05	77.825	-1.0486	3547.1	2270.4	1.7715	0.038236	0.96176	0.076473	0.22175	False
chr5:30388728-30388751	OTOF	43.504	75.927	43.504	75.927	0.78956	525.63	335.12	1.7711	0.96139	0.038606	0.077212	0.22305	True
chr16:10791883-10791906	PRM2	110.94	47.454	110.94	47.454	-1.208	2014.9	1303.2	1.7706	0.038313	0.96169	0.076626	0.22191	False
chrX:37901318-37901341	RHOX9	70.694	25.625	70.694	25.625	-1.4291	1015.6	676.03	1.77	0.038366	0.96163	0.076732	0.22208	False
chr2:163276071-163276094	TOX2	201.21	102.5	201.21	102.5	-0.96617	4871.3	3120.8	1.7687	0.038474	0.96153	0.076949	0.22257	False
chrX:167244951-167244974	TLR8	174.02	85.418	174.02	85.418	-1.0181	3924.8	2520.8	1.7676	0.03856	0.96144	0.07712	0.22292	False
chr19:10967109-10967132	MS4A10	266.46	145.21	266.46	145.21	-0.87129	7350.9	4721.4	1.7652	0.038763	0.96124	0.077527	0.22373	False
chr3:105005631-105005654	CTTNBP2NL	138.13	63.589	138.13	63.589	-1.107	2777.8	1796.1	1.7651	0.038774	0.96123	0.077547	0.22373	False
chr9:21091757-21091780	RAVER1	134.86	61.691	134.86	61.691	-1.1158	2677	1734.3	1.7639	0.038877	0.96112	0.077754	0.22419	False
chr6:57844325-57844348	VMN1R21	179.45	89.214	179.45	89.214	-1.0002	4071.6	2637.5	1.7598	0.03922	0.96078	0.078439	0.22588	False
chr8:4186095-4186118	EVI5L	883.13	589.38	883.13	589.38	-0.58261	43144	27901	1.7586	0.039325	0.96068	0.07865	0.22635	False
chrX:66654869-66654892	SLITRK2	46.767	80.672	46.767	80.672	0.77384	574.8	371.9	1.7582	0.96034	0.039663	0.079326	0.22714	True
chr10:79891524-79891547	CFD	393.71	232.53	393.71	232.53	-0.75721	12990	8408.3	1.7579	0.039383	0.96062	0.078766	0.22654	False
chr17:34242504-34242527	H2-OB	72.869	119.58	72.869	119.58	0.70701	1091.2	706.44	1.7576	0.96047	0.039526	0.079052	0.22681	True
chr7:100938982-100939005	P2RY6	100.06	41.76	100.06	41.76	-1.2409	1699.4	1120.9	1.7569	0.039467	0.96053	0.078934	0.22681	False
chr2:152479399-152479422	DEFB20	76.132	124.33	76.132	124.33	0.70034	1161.5	752.85	1.7566	0.9604	0.039601	0.079201	0.22707	True
chr14:49318945-49318968	SLC35F4	373.05	218.29	373.05	218.29	-0.77038	11975	7763.3	1.7565	0.039499	0.9605	0.078998	0.22681	False
chr8:56317784-56317807	HPGD	200.12	102.5	200.12	102.5	-0.95839	4764.5	3096	1.7562	0.039529	0.96047	0.079058	0.22681	False
chr11:49261248-49261271	MGAT1	204.47	105.35	204.47	105.35	-0.95012	4912.4	3195.6	1.7551	0.039623	0.96038	0.079246	0.22707	False
chr14:66297527-66297550	TRIM35	165.31	80.672	165.31	80.672	-1.026	3582.2	2337.9	1.7541	0.039709	0.96029	0.079417	0.22714	False
chr9:41157287-41157310	UBASH3B	91.358	37.014	91.358	37.014	-1.2807	1476.6	981.63	1.7541	0.039711	0.96029	0.079422	0.22714	False
chr2:87033784-87033807	OLFR1105	77.219	29.422	77.219	29.422	-1.3624	1142.3	768.54	1.7533	0.039774	0.96023	0.079548	0.22736	False
chr17:46686614-46686637	PPP2R5D	122.9	55.047	122.9	55.047	-1.1445	2301.9	1513.7	1.7528	0.039822	0.96018	0.079645	0.22749	False
chr7:24125601-24125624	ZFP112	113.11	49.353	113.11	49.353	-1.1803	2032.5	1340.7	1.7524	0.039854	0.96015	0.079707	0.22749	False
chr14:32096544-32096567	OXNAD1	270.81	149.01	270.81	149.01	-0.85758	7418.3	4835.6	1.7522	0.039872	0.96013	0.079745	0.22749	False
chr2:125147558-125147581	CTXN2	333.89	191.72	333.89	191.72	-0.79723	10107	6588.8	1.7518	0.039906	0.96009	0.079811	0.22749	False
chr10:24027316-24027339	TAAR7D	177.28	88.265	177.28	88.265	-0.99797	3961.7	2590.6	1.7516	0.03992	0.96008	0.07984	0.22749	False
chr19:12099103-12099126	OLFR1427	16.314	32.269	16.314	32.269	0.94224	127.28	83	1.7513	0.95853	0.041469	0.082938	0.23328	True
chr1:92982921-92982944	GPR35	16.314	32.269	16.314	32.269	0.94224	127.28	83	1.7513	0.95853	0.041469	0.082938	0.23328	True
chr19:28897545-28897568	SLC1A1	54.38	18.033	54.38	18.033	-1.5409	660.56	462.32	1.7509	0.039982	0.96002	0.079964	0.2277	False
chr13:91770162-91770185	ACOT12	97.884	40.811	97.884	40.811	-1.2419	1628.7	1085.5	1.7485	0.040189	0.95981	0.080377	0.22874	False
chr5:137736306-137736329	6430598A04RIK	197.94	101.55	197.94	101.55	-0.95599	4645.6	3046.7	1.7482	0.040217	0.95978	0.080434	0.22875	False
chr11:78304120-78304143	SPAG5	137.04	210.7	137.04	210.7	0.61694	2712.9	1775.4	1.7482	0.95976	0.040241	0.080482	0.22875	True
chr8:86560320-86560343	ABCC12	68.519	112.94	68.519	112.94	0.71282	986.69	646.05	1.7477	0.9596	0.040399	0.080797	0.22938	True
chr19:4104826-4104849	PITPNM1	8.7008	18.982	8.7008	18.982	1.0425	52.849	34.605	1.7477	0.95673	0.043268	0.086535	0.2399	True
chr17:72848629-72848652	YPEL5	31.54	56.945	31.54	56.945	0.83246	322.7	211.31	1.7477	0.95912	0.040876	0.081752	0.23093	True
chr6:34358171-34358194	AKR1B8	178.37	267.64	178.37	267.64	0.58278	3985.1	2614	1.7462	0.9596	0.040402	0.080803	0.22938	True
chrX:57388802-57388825	RBMX	41.329	72.131	41.329	72.131	0.78884	474.38	311.29	1.7458	0.95919	0.040814	0.081628	0.23073	True
chr6:135923026-135923049	GRIN2B	45.679	78.774	45.679	78.774	0.77314	547.64	359.5	1.7455	0.95922	0.040778	0.081556	0.23068	True
chr1:173875574-173875597	MNDAL	61.993	21.829	61.993	21.829	-1.4643	806.58	558.81	1.7453	0.040466	0.95953	0.080933	0.22961	False
chr14:32096545-32096568	OXNAD1	935.33	631.14	935.33	631.14	-0.56677	46266	30392	1.7449	0.040501	0.9595	0.081002	0.22966	False
chr13:11721805-11721828	RYR2	92.446	37.963	92.446	37.963	-1.262	1484.2	998.71	1.7426	0.040703	0.9593	0.081407	0.23059	False
chr8:104547741-104547764	CAR7	138.13	64.538	138.13	64.538	-1.086	2707.5	1796.1	1.7424	0.040715	0.95928	0.08143	0.23059	False
chr17:31414149-31414172	PDE9A	3.2628	8.5418	3.2628	8.5418	1.1625	13.934	9.1864	1.7417	0.95254	0.047464	0.094928	0.25432	True
chr7:33744008-33744031	GM12769	283.86	158.5	283.86	158.5	-0.83674	7858.3	5183.6	1.7417	0.040781	0.95922	0.081561	0.23068	False
chr1:121527651-121527674	HTR5B	53.292	90.163	53.292	90.163	0.7477	679.73	449.02	1.74	0.95883	0.041173	0.082347	0.23219	True
chr10:127285822-127285845	MBD6	95.709	39.862	95.709	39.862	-1.2429	1559.4	1050.5	1.74	0.04093	0.95907	0.081859	0.2311	False
chr7:96951916-96951939	NARS2	14.139	28.473	14.139	28.473	0.96113	102.73	67.91	1.7394	0.95717	0.042829	0.085659	0.23874	True
chr13:66930034-66930057	MTERFD1	14.139	28.473	14.139	28.473	0.96113	102.73	67.91	1.7394	0.95717	0.042829	0.085659	0.23874	True
chr2:93643077-93643100	ALX4	131.6	60.742	131.6	60.742	-1.1028	2510.4	1673.2	1.7393	0.040991	0.95901	0.081981	0.2313	False
chr5:52368215-52368238	SOD3	125.07	56.945	125.07	56.945	-1.1215	2320.8	1553.1	1.7369	0.041206	0.95879	0.082412	0.23223	False
